name,year,summary,url
Samos,Unknown,"The Battle of Samos (Greek: Ναυμαχία της Σάμου) was a naval battle fought on August 5–17, 1824 off the Greek island of Samos during the Greek War of Independence.",https://en.wikipedia.org/wiki/Battle_of_Samos
Timeline of World War I,Unknown,This is a list of the events of World War I in chronological order.,https://en.wikipedia.org/wiki/Timeline_of_World_War_I
NOH8 Campaign,Unknown,"The NOH8 Campaign (NOH8 meaning ""No Hate"") is a charitable organization whose mission is to promote LGBTQ marriage, gender and human equality through education, advocacy, social media, and visual protest.
The campaign was created as photographic silent protest by celebrity photographer Adam Bouska and partner Jeff Parshley in response to the passage of Proposition 8. Photos featured subjects with duct tape over their mouths, symbolizing their voices being silenced by Prop 8 and similar legislati",https://en.wikipedia.org/wiki/NOH8_Campaign
the Wilderness,Unknown,"The Battle of the Wilderness was fought on May 5–7, 1864, during the American Civil War. It was the first battle of Lieutenant General Ulysses S. Grant's 1864 Virginia Overland Campaign against General Robert E. Lee and the Confederate Army of Northern Virginia. The fighting occurred in a wooded area near Locust Grove, Virginia, about 20 miles (32 km) west of Fredericksburg. Both armies suffered heavy casualties, nearly 29,000 in total, a harbinger of a war of attrition by Grant against Lee's ar",https://en.wikipedia.org/wiki/Battle_of_the_Wilderness
Battle on the Ice,Unknown,"The Battle on the Ice, also known as the Battle of Lake Peipus, took place on 5 April 1242. It was fought on the frozen Lake Peipus when the united forces of the Republic of Novgorod and Vladimir-Suzdal, led by Prince Alexander Nevsky, emerged victorious against the forces of the Livonian Order and Bishopric of Dorpat, led by Bishop Hermann of Dorpat.
The outcome of the battle has been traditionally interpreted by Russian historiography as significant for the balance of power between Western Cat",https://en.wikipedia.org/wiki/Battle_on_the_Ice
Austerlitz,Unknown,"The Battle of Austerlitz (2 December 1805/11 Frimaire An XIV FRC), also known as the Battle of the Three Emperors, was one of the most important military engagements of the Napoleonic Wars. The battle occurred near the town of Austerlitz in the Austrian Empire (now Slavkov u Brna in the Czech Republic). Around 158,000 troops were involved, of which around 24,000 were killed or wounded.
The battle is often cited by military historians as one of Napoleon's tactical masterpieces, in the same league",https://en.wikipedia.org/wiki/Battle_of_Austerlitz
Khe Sanh,Unknown,"The Battle of Khe Sanh (21 January – 9 July 1968) was conducted in the Khe Sanh area of northwestern Quảng Trị Province, Republic of Vietnam (South Vietnam), during the Vietnam War. The main US forces defending Khe Sanh Combat Base (KSCB) were two regiments of the United States Marine Corps supported by elements from the United States Army, the United States Air Force (USAF) and the RAAF, as well as a small number of Army of the Republic of Vietnam (ARVN) troops. These were pitted against two to",https://en.wikipedia.org/wiki/Battle_of_Khe_Sanh
Battles of the Loxahatchee,Unknown,"The Battles of the Loxahatchee occurred west of Jupiter Inlet in South Florida in January 1838 between the United States Military and the Seminole Indians led by Chief Abiaka. The First Battle of the Loxahatchee (Powell's Battle) occurred on January 15, involving a joint Navy-Army unit led by U.S. Navy Lieutenant Levin M. Powell. The Second Battle of the Loxahatchee (Jesup's Battle) occurred on January 24 involving a large army under U.S. Army General Thomas Jesup. The two battles were fought ar",https://en.wikipedia.org/wiki/Battles_of_the_Loxahatchee
Sırpsındığı,Unknown,"Sırpsındığı was according to Ottoman sources, a sudden night raid by an Ottoman force led by Hacı İlbey on a Serbian contingent at the banks of the Maritsa river about 15 kilometres from the city of Adrianople. It occurred in 1364 between an expeditionary force of the Ottomans and a Serbian army that also included crusaders, sent by the Pope. The Ottomans destroyed the Serbian army, which is why the battle was known as ""sırp sındığı"" (destruction of Serbs). The battle was the first attempt to th",https://en.wikipedia.org/wiki/Battle_of_S%C4%B1rps%C4%B1nd%C4%B1%C4%9F%C4%B1
The Battle at Lake Changjin,Unknown,"The Battle at Lake Changjin (Chinese: 长津湖) is a 2021 Chinese war drama film produced and directed by Chen Kaige, Tsui Hark and Dante Lam, written by Lan Xiaolong and Huang Jianxin, and starring Wu Jing and Jackson Yee. It was commissioned by the Central Propaganda Department of the Chinese Communist Party as part of the Party's 100th anniversary celebrations. The film depicts the story of the North Korea-allied Chinese People's Volunteer Army, forcing U.S. forces to withdraw in a fictionalized r",https://en.wikipedia.org/wiki/The_Battle_at_Lake_Changjin
Tsushima,Unknown,"The Battle of Tsushima (Russian: Цусимское сражение, Tsusimskoye srazheniye), also known in Japan as the Battle of the Sea of Japan (Japanese: 日本海海戦, Hepburn: Nihonkai kaisen), was the final naval battle of the Russo-Japanese War, fought on 27–28 May 1905 in the Tsushima Strait. A devastating defeat for the Imperial Russian Navy, the battle was the only decisive engagement ever fought between modern steel battleship fleets and the first in which wireless telegraphy (radio) played a critically im",https://en.wikipedia.org/wiki/Battle_of_Tsushima
Inab,Unknown,"The Battle of Inab, also called Battle of Ard al-Hâtim or Fons Muratus, was fought on 29 June 1149, during the Second Crusade. The Zengid army of the atabeg Nur al-Din Zengi destroyed the combined army of Prince Raymond of Antioch and the Assassins of Ali ibn-Wafa. The prince was killed, and the Principality of Antioch was subsequently pillaged and reduced in size as its eastern border was pushed west.

",https://en.wikipedia.org/wiki/Battle_of_Inab
Kurukshetra War,Unknown,"The Kurukshetra War (Sanskrit: कुरुक्षेत्रयुद्ध), also called the Mahabharata War, is a war described in the Hindu epic poem Mahabharata, arising from a dynastic struggle between two groups of cousins, the Kauravas and the Pandavas, for the throne of Hastinapura. The war is used as the context for the dialogues of the Bhagavad Gita.

",https://en.wikipedia.org/wiki/Kurukshetra_War
Campaigns of the Philippine–American War,Unknown,"Fighting erupted between forces of the United States and those of the Philippine Republic on February 4, 1899, in what became known as the 1899 Battle of Manila.
On the evening of February 4, 1899, Private William W. Grayson fired the first shot of the Philippine-American War at the corner of Sociego Street and Tomas Arguelles Street. A study done by Ronnie Miravite Casalmir places the event at this corner, not at Sociego-Silencio where they erroneously have the marker.
On June 2, 1899, the Firs",https://en.wikipedia.org/wiki/Campaigns_of_the_Philippine%E2%80%93American_War
List of World War II battles,Unknown,"This is a list of World War II battles encompassing land, naval, and air engagements as well as campaigns, operations, defensive lines and sieges. Campaigns generally refer to broader strategic operations conducted over a large area of territory and over a long period. Battles generally refer to short periods of intense combat localised to a specific area and over a specific period. However, use of the terms in naming such events is not consistent. For example, the Battle of the Atlantic was mor",https://en.wikipedia.org/wiki/List_of_World_War_II_battles
World War I,Unknown,"World War I, or the First World War, (28 July 1914 – 11 November 1918), also known as the Great War, was a global conflict between two coalitions: the Allies (or Entente) and the Central Powers. Main areas of conflict included Europe and the Middle East, as well as parts of Africa and the Asia-Pacific. The war saw important developments in weaponry including tanks, aircraft, artillery, machine guns, and chemical weapons. One of the deadliest conflicts in history, it resulted in an estimated 30 m",https://en.wikipedia.org/wiki/World_War_I
Shanghai,Unknown,"The Battle of Shanghai (traditional Chinese: 淞滬會戰; simplified Chinese: 淞沪会战; pinyin: Sōng hù huìzhàn) was a major battle fought between the Empire of Japan and the Republic of China in the Chinese city of Shanghai during the Second Sino-Japanese War. It lasted from August 13 to November 26, 1937, and was arguably the single largest and longest battle of the entire war, with it even regarded by some historians as the first battle of World War II. It resulted in the Japanese capture of Shanghai an",https://en.wikipedia.org/wiki/Battle_of_Shanghai
